id,name,description,price,category,test_min,test_max
729,Балансир Fox 7.0см натуральный L-0750,"Балансир Fox длиной 7.0 см, цвет натуральный. Уловистая приманка для хищной рыбы.",2200,Балансиры,,
730,Мормышка Volzhanka 8.0см золото L-0751,"Мормышка Volzhanka длиной 8.0 см, цвет золото. Уловистая приманка для хищной рыбы.",2620,Мормышки,,
731,Леска/шнур Jackall 0.2мм 150м N-0752,"Рыболовная леска или шнур Jackall, диаметр 0.2 мм, длина 150 м.",1880,Лески и шнуры,,
732,Крючки Kamasan №1 (10 шт) H-0753,"Крючки Kamasan номер 1, упаковка 10 шт. Острые и прочные.",570,Крючки,,
733,Поплавок Volzhanka 1.5г P-0754,Поплавок Volzhanka грузоподъёмностью 1.5 г для поплавочной ловли.,250,Поплавки,,
734,Кормушка пуля 5г B-0755,Кормушка пуля весом 5 г для фидерной ловли.,330,Кормушки,,
735,Прикормка Lucky John фидер 1кг M-0756,"Прикормка Lucky John для ловли фидер, фасовка 1 кг.",570,Прикормка,,
736,Зимний жилет Norfin L CL-0757,"Зимний жилет Norfin, размер L. Комфорт и защита на рыбалке.",15510,Одежда,,
737,Ящик Tsurinoya A-0758,Рыболовный аксессуар: ящик Tsurinoya для удобства и эффективной ловли.,28920,Аксессуары,,
738,Плоскогубцы Norfin T-0759,Рыболовный инструмент: плоскогубцы Norfin для монтажа и обслуживания снастей.,7610,Инструменты,,
739,Летняя палатка Keitech TP-0760,Летняя палатка Keitech для комфортного отдыха на рыбалке.,2670,Палатки,,
740,Спиннинг Mepps Strike 270см 5-15г S-0762,"Спиннинг Mepps серии Strike длиной 270 см, тест 5-15 г. Подходит для активной ловли хищника.",14780,Спиннинги,5.0,15.0
741,Катушка Browning Pro 2500 R-0763,Катушка Browning Pro размера 2500 с плавным ходом и надёжным фрикционом.,5050,Катушки,,
742,Фидер Mustad Feeder 330 50г F-0764,Фидерное удилище Mustad длиной 330 см с тестом до 50 г для дальнего заброса.,4130,Фидеры,0.0,50.0
743,Карповое удилище Trabucco Carp 396 120г C-0765,"Карповое удилище Trabucco длиной 396 см, тест до 120 г.",19870,Карповые удилища,0.0,120.0
744,Зимняя удочка Jackall Ice 65см 1-5г I-0766,Зимняя удочка Jackall длиной 65 см для блеснения и ловли на мормышку.,730,Зимние удочки,1.0,5.0
745,Воблер Preston 6.5см натуральный L-0767,"Воблер Preston длиной 6.5 см, цвет натуральный. Уловистая приманка для хищной рыбы.",890,Воблеры,,
746,Силикон Graphiteleader 9.0см чёрный L-0768,"Силикон Graphiteleader длиной 9.0 см, цвет чёрный. Уловистая приманка для хищной рыбы.",1460,Приманки,,
747,Блесна Fox 7.0см чёрный L-0769,"Блесна Fox длиной 7.0 см, цвет чёрный. Уловистая приманка для хищной рыбы.",480,Блесны,,
748,Балансир Fox 9.0см золото L-0770,"Балансир Fox длиной 9.0 см, цвет золото. Уловистая приманка для хищной рыбы.",2150,Балансиры,,
749,Мормышка Salmo 4.5см натуральный L-0771,"Мормышка Salmo длиной 4.5 см, цвет натуральный. Уловистая приманка для хищной рыбы.",2330,Мормышки,,
750,Леска/шнур Daiwa 0.25мм 135м N-0772,"Рыболовная леска или шнур Daiwa, диаметр 0.25 мм, длина 135 м.",910,Лески и шнуры,,
751,Крючки Mustad №1 (10 шт) H-0773,"Крючки Mustad номер 1, упаковка 10 шт. Острые и прочные.",460,Крючки,,
752,Поплавок Keitech 2.0г P-0774,Поплавок Keitech грузоподъёмностью 2.0 г для поплавочной ловли.,410,Поплавки,,
753,Кормушка пластиковая 20г B-0775,Кормушка пластиковая весом 20 г для фидерной ловли.,180,Кормушки,,
754,Зимний брюки Graphiteleader 2XL CL-0776,"Зимний брюки Graphiteleader, размер 2XL. Комфорт и защита на рыбалке.",18620,Одежда,,
755,Органайзер Tsurinoya A-0777,Рыболовный аксессуар: органайзер Tsurinoya для удобства и эффективной ловли.,33520,Аксессуары,,
756,Экстрактор Daiwa T-0778,Рыболовный инструмент: экстрактор Daiwa для монтажа и обслуживания снастей.,7920,Инструменты,,
757,Летняя стол Abu Garcia TP-0779,Летняя стол Abu Garcia для комфортного отдыха на рыбалке.,5960,Палатки,,
758,Спиннинг Daiwa Strike 210см 3-18г S-0781,"Спиннинг Daiwa серии Strike длиной 210 см, тест 3-18 г. Подходит для активной ловли хищника.",26520,Спиннинги,3.0,18.0
759,Катушка Lucky John Force 2000 R-0782,Катушка Lucky John Force размера 2000 с плавным ходом и надёжным фрикционом.,3250,Катушки,,
760,Фидер Keitech Feeder 420 100г F-0783,Фидерное удилище Keitech длиной 420 см с тестом до 100 г для дальнего заброса.,16830,Фидеры,0.0,100.0
761,Карповое удилище Stinger Carp 396 150г C-0784,"Карповое удилище Stinger длиной 396 см, тест до 150 г.",10470,Карповые удилища,0.0,150.0
762,Зимняя удочка Kosadaka Ice 45см 4-8г I-0785,Зимняя удочка Kosadaka длиной 45 см для блеснения и ловли на мормышку.,760,Зимние удочки,4.0,8.0
763,Воблер Trabucco 6.5см чёрный L-0786,"Воблер Trabucco длиной 6.5 см, цвет чёрный. Уловистая приманка для хищной рыбы.",1100,Воблеры,,
